,제휴사,대분류코드,중분류코드,소분류코드,중분류명,소분류명,간략분류
2006,B,76,7605,B760501,수입기타생선,수입꽁치,수산물
2007,B,76,7605,B760502,수입기타생선,수입가자미,수산물
2008,B,76,7605,B760503,수입기타생선,수입임연수어,수산물
2009,B,76,7605,B760504,수입기타생선,수입명태,수산물
2010,B,76,7605,B760505,수입기타생선,수입구색생선,수산물
2011,B,77,7701,B770101,냉동규격생선,냉동규격전감,수산물
2012,B,77,7701,B770102,냉동규격생선,냉동기타규격생선,수산물
2013,B,77,7701,B770103,냉동규격생선,냉동규격연어,수산물
2014,B,77,7702,B770201,냉동규격해물,냉동규격연체류,수산물
2015,B,77,7702,B770202,냉동규격해물,냉동규격날치알,수산물
2016,B,77,7702,B770203,냉동규격해물,냉동규격새우,수산물
2017,B,77,7702,B770204,냉동규격해물,냉동규격패류,수산물
2018,B,77,7703,B770301,규격생선선물세트,규격갈치선물세트,수산물
2019,B,77,7703,B770302,규격생선선물세트,규격옥돔선물세트,수산물
2020,B,77,7703,B770303,규격생선선물세트,규격고등어선물세트,수산물
2021,B,77,7703,B770304,규격생선선물세트,규격기타생선선물세트,수산물
2022,B,77,7704,B770401,냉장규격생선,냉장규격연어,수산물
2023,B,77,7704,B770402,냉장규격생선,냉장규격고등어,수산물
2024,B,77,7704,B770403,냉장규격생선,냉장규격기타생선,수산물
2025,B,77,7705,B770501,온라인규격/간편조리생선,온라인규격생선,수산물
2026,B,77,7706,B770601,규격RTC,찌개/탕(냉장),수산물
2027,B,77,7706,B770602,규격RTC,볶음류(냉장),수산물
2028,B,77,7706,B770603,규격RTC,규격소스류,수산물
2029,B,77,7707,B770701,간편조리행사,즉석탕행사,수산물
2030,B,77,7707,B770702,간편조리행사,즉석볶음행사,수산물
2031,B,78,7801,B780101,굴비,국산굴비,수산물
2032,B,78,7801,B780102,굴비,수입굴비,수산물
2033,B,78,7802,B780201,반건생선,과메기,수산물
2034,B,78,7802,B780202,반건생선,기타반건생선,수산물
2035,B,78,7802,B780203,반건생선,반건가자미,수산물
2036,B,78,7802,B780204,반건생선,반건갈치,수산물
2037,B,78,7802,B780205,반건생선,반건고등어,수산물
2038,B,78,7802,B780206,반건생선,반건오징어,수산물
2039,B,78,7802,B780207,반건생선,반건임연수어,수산물
2040,B,78,7802,B780208,반건생선,반건제수생선,수산물
2041,B,78,7802,B780209,반건생선,코다리,수산물
2042,B,78,7803,B780301,굴비/반건생선선물세트,굴비세트,수산물
2043,B,79,7901,B790101,해초,기타해초류,수산물
2044,B,79,7901,B790102,해초,다시마,수산물
2045,B,79,7901,B790103,해초,매생이,수산물
2046,B,79,7901,B790104,해초,미역,수산물
2047,B,79,7901,B790105,해초,톳,수산물
2048,B,79,7901,B790106,해초,파래,수산물
2049,B,79,7901,B790107,해초,포장해초류,수산물
2050,B,79,7902,B790201,조개,개조개,수산물
2051,B,79,7902,B790202,조개,골뱅이,수산물
2052,B,79,7902,B790203,조개,기타조개,수산물
2053,B,79,7902,B790204,조개,꼬막,수산물
2054,B,79,7902,B790205,조개,모시조개,수산물
2055,B,79,7902,B790206,조개,바지락,수산물
2056,B,79,7902,B790207,조개,생합,수산물
2057,B,79,7902,B790208,조개,석화,수산물
2058,B,79,7902,B790209,조개,소라,수산물
2059,B,79,7902,B790210,조개,전복,수산물
2060,B,79,7902,B790211,조개,키조개,수산물
2061,B,79,7902,B790212,조개,피홍합,수산물
2062,B,79,7903,B790301,조개살,곤이,수산물
2063,B,79,7903,B790302,조개살,관자살,수산물
2064,B,79,7903,B790303,조개살,기타조개살,수산물
2065,B,79,7903,B790304,조개살,논우렁살,수산물
2066,B,79,7903,B790305,조개살,멍게,수산물
2067,B,79,7903,B790306,조개살,명태알,수산물
2068,B,79,7903,B790307,조개살,미더덕,수산물
2069,B,79,7903,B790308,조개살,바지락살,수산물
2070,B,79,7903,B790309,조개살,새우살,수산물
2071,B,79,7903,B790310,조개살,생굴,수산물
2072,B,79,7903,B790311,조개살,오만둥이,수산물
2073,B,79,7903,B790312,조개살,해삼,수산물
2074,B,79,7903,B790313,조개살,홍합살,수산물
2075,B,79,7904,B790401,연체,갑오징어,수산물
2076,B,79,7904,B790402,연체,기타연체류,수산물
2077,B,79,7904,B790403,연체,낙지,수산물
2078,B,79,7904,B790404,연체,문어,수산물
2079,B,79,7904,B790405,연체,주꾸미,수산물
2080,B,79,7904,B790406,연체,해파리,수산물
2081,B,79,7905,B790501,새우,기타새우,수산물
2082,B,79,7905,B790502,새우,블랙타이거,수산물
2083,B,79,7905,B790503,새우,흰다리새우,수산물
2084,B,79,7906,B790601,해물선물세트,기타해물선물세트,수산물
2085,B,79,7906,B790602,해물선물세트,전복선물세트,수산물
2086,B,79,7907,B790701,온라인해물연체,온라인해물연체류,수산물
2087,B,80,8001,B800101,특산물행사,김특산물,수산물
2088,B,80,8001,B800102,특산물행사,멸치특산물,수산물
2089,B,80,8001,B800103,특산물행사,미역특산물,수산물
2090,B,80,8002,B800201,멸치,국물용멸치,수산물
2091,B,80,8002,B800202,멸치,볶음용멸치,수산물
2092,B,80,8002,B800203,멸치,볶음조림용멸치,수산물
2093,B,80,8002,B800204,멸치,새우홍합,수산물
2094,B,80,8003,B800301,천연조미료,국물팩,수산물
